[id_sw>=902]r,,,FlowPressure,,,,b51a,05ff323d,ign,,IGN:3,,,,value,,D2C,4,bar,
r,,,TotalEnergyUsage,,,,b51a,05ff324d,ign,,IGN:3,,,,value,,UIN,,kWh,
r,,,HeatCurve,heat curve 0.1 to 4.0,,,b51a,05ff352d,ign,,IGN:3,,,,bcd,,BCD,10,,
w,,install,HeatCurve,heat curve 0.1 to 4.0,,,b51a,06ff352d,bcd,,BCD,10,,
r,,,SummerSwitchOffTemp,summer switch-off temperature,,,b51a,05ff352e,ign,,IGN:3,,,,temp,,D2C,,°C,temperature
w,,install,SummerSwitchOffTemp,summer switch-off temperature,,,b51a,06ff352e,temp,,D2C,,°C,temperature
r,,,HcBivalencePoint,bivalence point central heating,,,b51a,05ff352f,ign,,IGN:3,,,,temp,,D2C,,°C,temperature
w,,install,HcBivalencePoint,bivalence point central heating,,,b51a,06ff352f,temp,,D2C,,°C,temperature
r,,,HwcBivalencePoint,bivalence point domestic hot water,,,b51a,05ff3530,ign,,IGN:3,,,,temp,,D2C,,°C,temperature
w,,install,HwcBivalencePoint,bivalence point domestic hot water,,,b51a,06ff3530,temp,,D2C,,°C,temperature
r,,,HcAlternativePoint,alternative point central heating,,,b51a,05ff3531,ign,,IGN:3,,,,temp,,D2C,,°C,temperature
w,,install,HcAlternativePoint,alternative point central heating,,,b51a,06ff3531,temp,,D2C,,°C,temperature
r,,,MaxFlowTemp,maximum allowed flow temperature,,,b51a,05ff3532,ign,,IGN:3,,,,temp,,D2C,,°C,temperature
w,,install,MaxFlowTemp,maximum allowed flow temperature,,,b51a,06ff3532,temp,,D2C,,°C,temperature
r,,,MinFlowTemp,minimum allowed flow temperature,,,b51a,05ff3533,ign,,IGN:3,,,,temp,,D2C,,°C,temperature
w,,install,MinFlowTemp,minimum allowed flow temperature,,,b51a,06ff3533,temp,,D2C,,°C,temperature
r,,,HcModeActive,heating function enabled,,,b51a,05ff3534,ign,,IGN:3,,,,yesno,,UCH,0=no;1=yes,,
w,,install,HcModeActive,heating function enabled,,,b51a,06ff3534,yesno,,UCH,0=no;1=yes,,
r,,,HwcModeActive,domestic hot water function enabled,,,b51a,05ff3535,ign,,IGN:3,,,,yesno,,UCH,0=no;1=yes,,
w,,install,HwcModeActive,domestic hot water function enabled,,,b51a,06ff3535,yesno,,UCH,0=no;1=yes,,
r,,,HwcChargeHysteresis,hysteresis for cylinder charging,,,b51a,05ff3539,ign,,IGN:3,,,,value,,UIN,16,K,
w,,install,HwcChargeHysteresis,hysteresis for cylinder charging,,,b51a,06ff3539,value,,UIN,16,K,
r,,,ImmersionHeaterMode,normal immersion heater activation,,,b51a,05ff331e,ign,,IGN:3,,,,value,,UIN,0=off;1=heating;2=dhw;3=both,,
w,,install,ImmersionHeaterMode,normal immersion heater activation,,,b51a,06ff331e,value,,UIN,0=off;1=heating;2=dhw;3=both,,
r,,,ImmersionHeaterLimpHomeMode,emergency immersion heater activation,,,b51a,05ff3537,ign,,IGN:3,,,,value,,UIN,0=off;1=heating;2=dhw;3=both,,
w,,install,ImmersionHeaterLimpHomeMode,emergency immersion heater activation,,,b51a,06ff3537,value,,UIN,0=off;1=heating;2=dhw;3=both,,
r,,,CoolTargetFlowTemp,cooling target flow temperature,,,b51a,05ff352b,ign,,IGN:3,,,,temp,,D2C,,°C,temperature
w,,install,CoolTargetFlowTemp,cooling target flow temperature,,,b51a,06ff352b,temp,,D2C,,°C,temperature
r,,,CompStartHeatingFrom,start heating at energy integral value,,,b51a,05ff341e,ign,,IGN:3,,,,value,,SIN,,°min,
w,,install,CompStartHeatingFrom,start heating at energy integral value,,,b51a,06ff341e,value,,SIN,,°min,
r,,,CompStartCoolingFrom,start cooling at energy integral value,,,b51a,05ff3421,ign,,IGN:3,,,,value,,SIN,,°min,
w,,install,CompStartCoolingFrom,start cooling at energy integral value,,,b51a,06ff3421,value,,SIN,,°min,
r,,,CompHysteresisHeating,hysteresis for heating,,,b51a,05ff3443,ign,,IGN:3,,,,value,,UIN,16,K,
w,,install,CompHysteresisHeating,hysteresis for heating,,,b51a,06ff3443,value,,UIN,16,K,
r,,,CompHysteresisCooling,hysteresis for cooling,,,b51a,05ff353f,ign,,IGN:3,,,,value,,UIN,16,K,
w,,install,CompHysteresisCooling,hysteresis for cooling,,,b51a,06ff353f,value,,UIN,16,K,
r,,,MaxRemainingDeltaP,maximum allowed differential pressure,,,b51a,05ff341f,ign,,IGN:3,,,,value,,UIN,,mbar,pressure
w,,install,MaxRemainingDeltaP,maximum allowed differential pressure,,,b51a,06ff341f,value,,UIN,,mbar,pressure
r,,,HwcMode,domestic hot water charging mode,,,b51a,05ff3444,ign,,IGN:3,,,,uch,,UCH,0=eco;1=normal;2=balance,,
w,,install,HwcMode,domestic hot water charging mode,,,b51a,06ff3444,uch,,UCH,0=eco;1=normal;2=balance,,
r,,,MaximumS21BlockAllowed,maximum block time by energy company (S21 contact),,,b51a,05ff342d,ign,,IGN:3,,,,value,,UCH,,h,hour
w,,install,MaximumS21BlockAllowed,maximum block time by energy company (S21 contact),,,b51a,06ff342d,value,,UCH,,h,hour
r,,,BuildingCircuitPumpOutputHeating,pump speed for heating,,,b51a,05ff3316,ign,,IGN:3,,,,value,,UIN,49=auto,%,pump percentage or auto
w,,install,BuildingCircuitPumpOutputHeating,pump speed for heating,,,b51a,06ff3316,value,,UIN,49=auto,%,pump percentage or auto
r,,,BuildingCircuitPumpOutputCooling,pump speed for cooling,,,b51a,05ff3317,ign,,IGN:3,,,,value,,UIN,49=auto,%,pump percentage or auto
w,,install,BuildingCircuitPumpOutputCooling,pump speed for cooling,,,b51a,06ff3317,value,,UIN,49=auto,%,pump percentage or auto
r,,,BuildingCircuitPumpOutputDhw,pump speed for domestic hot water,,,b51a,05ff3318,ign,,IGN:3,,,,value,,UIN,49=auto,%,pump percentage or auto
w,,install,BuildingCircuitPumpOutputDhw,pump speed for domestic hot water,,,b51a,06ff3318,value,,UIN,49=auto,%,pump percentage or auto
r,,,BlockTimeAfterRestart,minutes to wait after mains switch on,,,b51a,05ff3319,ign,,IGN:3,,,,value,,UIN,,min,minutes
w,,install,BlockTimeAfterRestart,minutes to wait after mains switch on,,,b51a,06ff3319,value,,UIN,,min,minutes
r,,,CompNoiseReductionSpeed,maximum compressor speed in noise reduction mode,,,b51a,05ff3428,ign,,IGN:3,,,,value,,UIN,,%,percentage
w,,install,CompNoiseReductionSpeed,maximum compressor speed in noise reduction mode,,,b51a,06ff3428,value,,UIN,,%,percentage
r,,,HMUStarts,number of main heat pump starts,,,b51a,05ff3430,ign,,IGN:3,,,,value,,UIN,,,start count
r,,,ActiveCoolingEnabled,cooling enabled,,,b51a,05ff331b,ign,,IGN:3,,,,value,,UCH,0=off;1=on,,
w,,install,ActiveCoolingEnabled,cooling enabled,,,b51a,06ff331b,value,,UCH,0=off;1=on,,
r,,,RunDataCompressorSpeed,,,,b509,5402000d0a,ign,,IGN:4,,,,value,,EXP,,rps,
r,,,RunDataEEVPositionAbs,(EEV Position in different scale?),,,b509,540200280a,ign,,IGN:4,,,,value,,UIN,,,
r,,,RunDataFan1Speed,,,,b509,540200470a,ign,,IGN:4,,,,value,,EXP,,rpm,
r,,,RunDataFan2Speed,,,,b509,540200490a,ign,,IGN:4,,,,value,,EXP,,rpm,
r,,,RunDataStatuscode,,,,b509,540200530d,ign,,IGN:4,,,,value,,UIN,34=frost_protect;100=standby;101=heat_compressor_shutdown;102=heat_compressor_blocked;103=heat_prerun;104=heat_compressor_active;107=heat_overrun;111=cool_compressor_shutdown;112=cool_compressor_blocked;113=cool_prerun;114=cool_compressor_active;117=cool_overrun;125=heat_immersion_heater_active;132=hwc_compressor_blocked;133=hwc_prerun;134=hwc_compressor_active;135=hwc_immersion_heater_active;137=hwc_overrun;141=heat_immersion_heater_shutdown;142=heat_immersion_heater_blocked;151=hwc_immersion_heater_shutdown;152=hwc_immersion_heater_blocked;202=air_purging_program_active;240=compressor_oil_heating_active;252=fan1_blocked;255=fan1_airinlet_too_high;256=fan1_airinlet_too_low;260=fan2_blocked;275=building_circuit_flow_too_low;277=building_circuit_pump_fault;280=frequency_converter_fault_compressor;281=frequency_converter_fault_mains_voltage;282=frequency_converter_fault_overheating;283=deicing_time_too_long;284=deicing_flow_temp_too_low;285=compressor_outlet_temp_too_high;286=hot_gas_temp_switch_open;287=fan1_wind;288=fan2_wind;289=current_limt_active;302=high_pressure_switch_open;303=compressor_outlet_temp_too_high_1;304=evaporation_temp_too_low;305=condensation_temp_too_low;306=evaporation_temp_too_high;308=condensation_temp_too_high;312=building_circuit_return_temp_too_low;314=building_circuit_return_temp_too_high;351=immersion_heater_flow_temp_too_high;516=deicing_active;575=frequency_converter_fault;581=connection_fault_frequency_converter;590=four_port_valve_position_fault,,HMU Status code
r,,,RunDataHighPressure,,,,b509,5402006a09,ign,,IGN:4,,,,value,,EXP,,bar,pressure
r,,,RunDataCompressorInletTemp,,,,b509,5402009808,ign,,IGN:4,,,,value,,EXP,,°C,temperature
r,,,RunDataCompressorOutletTemp,,,,b509,540200a208,ign,,IGN:4,,,,value,,EXP,,°C,temperature
r,,,RunDataEEVOutletTemp,,,,b509,540200ac08,ign,,IGN:4,,,,value,,EXP,,°C,temperature
r,,,RunStatsHMUHours,,,,b509,540200b80b,ign,,IGN:4,,,,value,,UIN,,h,hours
r,,,RunStatsHcHours,,,,b509,540200b90b,ign,,IGN:4,,,,value,,UIN,,h,hours
r,,,RunStatsHwcHours,,,,b509,540200bc0b,ign,,IGN:4,,,,value,,UIN,,h,total runtime of Hwc mode
r,,,RunStatsCompressorHours,,,,b509,540200c20b,ign,,IGN:4,,,,value,,UIN,,h,hours
r,,,RunStatsCompressorStarts,,,,b509,540200c30b,ign,,IGN:4,,,,value,,UIN,,,start count
r,,,RunStatsBuildingPumpHours,,,,b509,540200c40b,ign,,IGN:4,,,,value,,UIN,,h,hours
r,,,RunDataBuildingCPumpPower,,,,b509,540200c509,ign,,IGN:4,,,,value,,EXP,,%,
r,,,RunStatsBuildingCPumpStarts,,,,b509,540200c50b,ign,,IGN:4,,,,value,,UIN,,,total starts of building circuit pump
r,,,RunStats4PortValveHours,,,,b509,540200c80b,ign,,IGN:4,,,,value,,UIN,,h,hours
r,,,RunStats4PortValveSwitches,,,,b509,540200c90b,ign,,IGN:4,,,,value,,UIN,,,start count
r,,,RunStatsFan1Hours,,,,b509,540200d70b,ign,,IGN:4,,,,value,,UIN,,h,hours
r,,,RunStatsFan1Starts,,,,b509,540200d80b,ign,,IGN:4,,,,value,,UIN,,,start count
r,,,RunStatsFan2Hours,,,,b509,540200d90b,ign,,IGN:4,,,,value,,UIN,,h,hours
r,,,RunStatsFan2Starts,,,,b509,540200da0b,ign,,IGN:4,,,,value,,UIN,,,start count
r,,,RunDataAirInletTemp,,,,b509,540200de08,ign,,IGN:4,,,,value,,EXP,,°C,temperature
r,,,PowerConsumptionHmu,,,,b516,14,ign,,IGN:1,,,,value,,EXP,,kW,
r,,,DateTime,date/time,,,b504,00,dcfstate,,UCH,0=nosignal;1=ok;2=sync;3=valid,,DCF receiver state,btime,,BTI,,,time,bdate,,BDA,,,date,temp,,D2B,,°C,temperature
r,,,Status16,outside temperature,,,b504,16,value,,D2C,,°C,temperature
uw,,,SetMode,Operation mode,,,b510,00,hcmode,,UCH,0=auto;1=off;2=heat;3=water,,boiler mode,flowtempdesired,,D1C,,°C,temperature,hwctempdesired,,D1C,,°C,temperature,hwcflowtempdesired,,UCH,,°C,temperature,ign,,IGN:1,,,,disablehc,,BI0,,,,disablehwctapping,,BI1,,,,disablehwcload,,BI2,,,,ign_1,,IGN:1,,,,remotecontrolhcpump,,BI0,,,,releasebackup,,BI1,,,,releasecooling,,BI2,,,
w,,install,SetMode,Operation mode,,,b510,00,hcmode,,UCH,0=auto;1=off;2=heat;3=water,,boiler mode,flowtempdesired,,D1C,,°C,temperature,hwctempdesired,,D1C,,°C,temperature,hwcflowtempdesired,,UCH,,°C,temperature,ign,,IGN:1,,,,disablehc,,BI0,,,,disablehwctapping,,BI1,,,,disablehwcload,,BI2,,,,ign_1,,IGN:1,,,,remotecontrolhcpump,,BI0,,,,releasebackup,,BI1,,,,releasecooling,,BI2,,,
r,,,Status01,Vorlauftemperatur/Rücklauftemperatur/Aussentemperatur/WW Temperatur/Speichertemperatur/Pumpenstatus,,,b511,01,temp,,D1C,,°C,flow temperature,temp_1,,D1C,,°C,return temperature,temp_2,,D2B,,°C,outside temperature,temp_3,,D1C,,°C,hot water temperature,temp_4,,D1C,,°C,storage temperature,pumpstate,,UCH,0=off;1=on;2=overrun;4=hwc,,pump status
r,,,Status02,Betriebsart/Maximaltemperatur/ReglerCurrentTemp/Maximaltemperatur/ReglerCurrentTemp,,,b511,02,hwcmode,,UCH,0=disabled;1=on;2=off;3=auto,,hot water mode,temp,,UCH,,°C,max temperature,temp_1,,D1C,,°C,current temperature,temp_2,,UCH,,°C,max temperature,temp_3,,D1C,,°C,current temperature
r,,,Status,Status,,,b511,03,temp,,D2C,,°C,temperature,press,,FLT,,bar,pressure,press_1,,FLT,,bar,pressure,hcmode,,UCH,0=off;1=cooling;3=heat;4=water,,boiler mode,hex,,HEX,,,
uw,,,StatusCirPump,Status circulation pump,,,b512,00,value,,UCH,0=off;100=on,,
r,,,Currenterror,Current errors,,,b503,0001,error,,UIN,,,error number,error_1,,UIN,,,error number,error_2,,UIN,,,error number,error_3,,UIN,,,error number,error_4,,UIN,,,error number
r,,,Errorhistory,Error_History,,,b503,0101,index,m,UCH,,,,status,,UCH,,,Status,time,,VTM,,,time,date,,HDA:3,,,date,error,,UIN,,,error number
w,,install,Clearerrorhistory,Clear error history,,,b503,0201,cleared,s,UCH,0=no;1=yes,,
r,,,TargetTempHc,room target temperature,,,b51a,05ff321c,ign,,IGN:3,,,,value,,D2C,,°C,temperature
w,,,TargetTempHc,room target temperature,,,b51a,06ff321c,value,,D2C,,°C,temperature
r,,,TargetTempHwc,cylinder target temperature,,,b51a,05ff3207,ign,,IGN:3,,,,value,,D2C,,°C,temperature
w,,,TargetTempHwc,cylinder target temperature,,,b51a,06ff3207,value,,D2C,,°C,temperature
r,,,AirIntakeTemp,air intake temperature,,,b51a,05ff3226,ign,,IGN:3,,,,value,,D2C,,°C,temperature
r,,,TargetFlowTemp,,,,b51a,05ff321f,ign,,IGN:3,,,,value,,D2C,,°C,temperature
r,,,StartCooling,start cooling manually,,,b51a,05ff321d,ign,,IGN:3,,,,value,,UCH,0=off;1=on,,
w,,,StartCooling,start cooling manually,,,b51a,06ff321d,value,,UCH,0=off;1=on,,
